institution_name,fips_state_code,longitude,latitude,total_enrollment,full-time_enrollment,part-time_enrollment,control,level
Nebraska Christian College of Hope International University,Nebraska,-96.09437,41.12314,134.0,124.0,10.0,Private not-for-profit,4-year or above
Nebraska College of Technical Agriculture,Nebraska,-100.510409,40.635454,335.0,275.0,60.0,Public,2-year
Nebraska Indian Community College,Nebraska,-96.35176,42.11677,200.0,34.0,166.0,Public,2-year
Nebraska Methodist College of Nursing & Allied Health,Nebraska,-96.048511,41.265973,1102.0,713.0,389.0,Private not-for-profit,4-year or above
Nebraska Wesleyan University,Nebraska,-96.64831,40.839098,2095.0,1714.0,381.0,Private not-for-profit,4-year or above
Neosho County Community College,Kansas,-95.464976,37.670672,1968.0,725.0,1243.0,Public,2-year
Ner Israel Rabbinical College,Maryland,-76.75352600000002,39.388021,419.0,398.0,21.0,Private not-for-profit,4-year or above
Neumann University,Pennsylvania,-75.440022,39.874876,2598.0,1587.0,1011.0,Private not-for-profit,4-year or above
Neumont College of Computer Science,Utah,-111.890573,40.76609600000001,430.0,379.0,51.0,Private for-profit,4-year or above
Nevada Career Institute,Nevada,-115.20842,36.217975,294.0,294.0,0.0,Private for-profit,2-year
Nevada State College,Nevada,-114.938044,35.982345,4930.0,1805.0,3125.0,Public,4-year or above
New Castle School of Trades,Pennsylvania,-80.40141700000002,41.035228,454.0,454.0,0.0,Private for-profit,2-year
New College of Florida,Florida,-82.55858,27.384925,837.0,837.0,0.0,Public,4-year or above
New England College,New Hampshire,-71.822282,43.176403,2521.0,2462.0,59.0,Private not-for-profit,4-year or above
New England College of Business and Finance,Massachusetts,-71.056671,42.353619,1237.0,297.0,940.0,Private for-profit,4-year or above
New England Culinary Institute,Vermont,-72.57508100000003,44.261307,73.0,68.0,5.0,Private for-profit,4-year or above
New England Institute of Technology,Rhode Island,-71.502892,41.661783,2763.0,2323.0,440.0,Private not-for-profit,4-year or above
New Hampshire Institute of Art,New Hampshire,-71.458947,42.992953,337.0,315.0,22.0,Private not-for-profit,4-year or above
New Hope Christian College-Eugene,Oregon,-123.15355,44.032674,92.0,81.0,11.0,Private not-for-profit,4-year or above
New Jersey City University,New Jersey,-74.08726999999998,40.709937,7991.0,5448.0,2543.0,Public,4-year or above
New Jersey Institute of Technology,New Jersey,-74.177113,40.741997,11423.0,8572.0,2851.0,Public,4-year or above
New Mexico Highlands University,New Mexico,-105.219197,35.59623300000001,3037.0,1874.0,1163.0,Public,4-year or above
New Mexico Institute of Mining and Technology,New Mexico,-106.905211,34.067041,1895.0,1475.0,420.0,Public,4-year or above
New Mexico Junior College,New Mexico,-103.182896,32.757808000000004,2247.0,629.0,1618.0,Public,2-year
New Mexico Military Institute,New Mexico,-104.524448,33.409617,412.0,412.0,0.0,Public,2-year
New Mexico State University-Alamogordo,New Mexico,-105.926241,32.92033,1636.0,384.0,1252.0,Public,2-year
New Mexico State University-Carlsbad,New Mexico,-104.265536,32.442028,1791.0,374.0,1417.0,Public,2-year
New Mexico State University-Dona Ana,New Mexico,-106.737172,32.354486,7876.0,3417.0,4459.0,Public,2-year
New Mexico State University-Grants,New Mexico,-107.84363799999998,35.165965,996.0,164.0,832.0,Public,2-year
New Mexico State University-Main Campus,New Mexico,-106.752069,32.281568,14289.0,11133.0,3156.0,Public,4-year or above
New River Community and Technical College,West Virginia,-81.136085,37.76767,1169.0,700.0,469.0,Public,2-year
New River Community College,Virginia,-80.69605,37.10523900000001,4419.0,1653.0,2766.0,Public,2-year
New York Automotive and Diesel Institute,New York,-73.780592,40.705073,188.0,188.0,0.0,Private for-profit,2-year
New York College of Health Professions,New York,-73.516191,40.809329,473.0,267.0,206.0,Private not-for-profit,4-year or above
New York Conservatory for Dramatic Arts,New York,-73.993388,40.740148,257.0,257.0,0.0,Private for-profit,2-year
New York Film Academy,California,-118.335567,34.152076,1389.0,1389.0,0.0,Private for-profit,4-year or above
New York Institute of Technology,New York,-73.6078,40.812447,7173.0,6118.0,1055.0,Private not-for-profit,4-year or above
New York School of Interior Design,New York,-73.962404,40.768615,537.0,277.0,260.0,Private not-for-profit,4-year or above
New York University,New York,-73.997264,40.729452,51847.0,43140.0,8707.0,Private not-for-profit,4-year or above
Newberry College,South Carolina,-81.619777,34.285868,1208.0,1190.0,18.0,Private not-for-profit,4-year or above
Newbury College,Massachusetts,-71.14208199999999,42.331032,636.0,580.0,56.0,Private not-for-profit,4-year or above
Newman University,Kansas,-97.37768,37.672643,3373.0,1123.0,2250.0,Private not-for-profit,4-year or above
Newschool of Architecture and Design,California,-117.153305,32.71331,537.0,464.0,73.0,Private for-profit,4-year or above
NHTI-Concord's Community College,New Hampshire,-71.531979,43.223621,3478.0,1478.0,2000.0,Public,2-year
Niagara County Community College,New York,-78.87579000000002,43.147701,5047.0,2962.0,2085.0,Public,2-year
Niagara University,New York,-79.036689,43.137279,3763.0,3180.0,583.0,Private not-for-profit,4-year or above
Nicholls State University,Louisiana,-90.801571,29.794486,6453.0,5102.0,1351.0,Public,4-year or above
Nichols College,Massachusetts,-71.930283,42.044033,1592.0,1249.0,343.0,Private not-for-profit,4-year or above
Nicolet Area Technical College,Wisconsin,-89.425055,45.609542,1283.0,279.0,1004.0,Public,2-year
Nightingale College,Utah,-111.890777,40.76528,527.0,415.0,112.0,Private for-profit,4-year or above
Norco College,California,-117.570212,33.917387,10875.0,2145.0,8730.0,Public,2-year
Norfolk State University,Virginia,-76.261375,36.848429,5204.0,4507.0,697.0,Public,4-year or above
Normandale Community College,Minnesota,-93.331673,44.829706,9784.0,4108.0,5676.0,Public,2-year
North American University,Texas,-95.588338,29.646303000000003,558.0,351.0,207.0,Private not-for-profit,4-year or above
North Arkansas College,Arkansas,-93.08844,36.219909,1812.0,983.0,829.0,Public,2-year
North Carolina A & T State University,North Carolina,-79.773375,36.07282,12142.0,10458.0,1684.0,Public,4-year or above
North Carolina Central University,North Carolina,-78.898602,35.974237,8207.0,6564.0,1643.0,Public,4-year or above
North Carolina State University at Raleigh,North Carolina,-78.67451700000002,35.785111,35479.0,28368.0,7111.0,Public,4-year or above
North Carolina Wesleyan College,North Carolina,-77.77398199999998,36.019665,2034.0,1696.0,338.0,Private not-for-profit,4-year or above
North Central College,Illinois,-88.14279,41.77576,2928.0,2727.0,201.0,Private not-for-profit,4-year or above
North Central Institute,Tennessee,-87.425177,36.61484,61.0,42.0,19.0,Private for-profit,2-year
North Central Kansas Technical College,Kansas,-98.110826,39.482419,790.0,436.0,354.0,Public,2-year
North Central Michigan College,Michigan,-84.954183,45.361727,2329.0,646.0,1683.0,Public,2-year
North Central Missouri College,Missouri,-93.617353,40.078096,1854.0,681.0,1173.0,Public,2-year
North Central State College,Ohio,-82.581582,40.798777,2963.0,858.0,2105.0,Public,2-year
North Central Texas College,Texas,-97.1658,33.6188,10525.0,3363.0,7162.0,Public,2-year
North Central University,Minnesota,-93.261511,44.968625,1115.0,930.0,185.0,Private not-for-profit,4-year or above
North Country Community College,New York,-74.11998100000002,44.318645,1978.0,790.0,1188.0,Public,2-year
North Dakota State College of Science,North Dakota,-96.607379,46.27215800000001,2957.0,1589.0,1368.0,Public,2-year
North Dakota State University-Main Campus,North Dakota,-96.800838,46.893127,13796.0,11269.0,2527.0,Public,4-year or above
North Florida Community College,Florida,-83.420732,30.473841,1229.0,369.0,860.0,Public,4-year or above
North Georgia Technical College,Georgia,-83.530118,34.639721,2612.0,908.0,1704.0,Public,2-year
North Greenville University,South Carolina,-82.37026,35.069758,2578.0,2150.0,428.0,Private not-for-profit,4-year or above
North Hennepin Community College,Minnesota,-93.374536,45.106937,6286.0,2063.0,4223.0,Public,2-year
North Idaho College,Idaho,-116.798905,47.67569,5270.0,2080.0,3190.0,Public,2-year
North Iowa Area Community College,Iowa,-93.13126,43.157169,2995.0,1412.0,1583.0,Public,2-year
North Lake College,Texas,-96.967098,32.871872,11512.0,1856.0,9656.0,Public,2-year
North Park University,Illinois,-87.709948,41.975268,2900.0,1893.0,1007.0,Private not-for-profit,4-year or above
North Seattle College,Washington,-122.333584,47.698408,5929.0,1874.0,4055.0,Public,4-year or above
North Shore Community College,Massachusetts,-70.96804399999998,42.590103000000006,5763.0,1996.0,3767.0,Public,2-year
North-West College-West Covina,California,-117.949583,34.072071,658.0,658.0,0.0,Private for-profit,2-year
Northampton County Area Community College,Pennsylvania,-75.32351,40.67253,9769.0,4255.0,5514.0,Public,2-year
Northcentral Technical College,Wisconsin,-89.64636899999998,44.986458,6395.0,1203.0,5192.0,Public,2-year
Northcentral University,California,-117.214911,32.736670000000004,10535.0,4303.0,6232.0,Private for-profit,4-year or above
Northeast Alabama Community College,Alabama,-85.911664,34.545471,2883.0,1159.0,1724.0,Public,2-year
Northeast Catholic College,New Hampshire,-71.83444399999998,43.314908,83.0,78.0,5.0,Private not-for-profit,4-year or above
Northeast Community College,Nebraska,-97.396578,42.048647,5016.0,2094.0,2922.0,Public,2-year
Northeast Iowa Community College,Iowa,-91.867105,43.17523,4449.0,1153.0,3296.0,Public,2-year
Northeast Lakeview College,Texas,-98.323246,29.545802,5510.0,1235.0,4275.0,Public,2-year
Northeast Mississippi Community College,Mississippi,-88.562609,34.668339,3512.0,2679.0,833.0,Public,2-year
Northeast State Community College,Tennessee,-82.408885,36.484961,6139.0,3411.0,2728.0,Public,2-year
Northeast Texas Community College,Texas,-94.881855,33.104931,3091.0,1395.0,1696.0,Public,2-year
Northeast Wisconsin Technical College,Wisconsin,-88.105675,44.526467,11505.0,2573.0,8932.0,Public,2-year
Northeastern Illinois University,Illinois,-87.718983,41.980399,8103.0,3967.0,4136.0,Public,4-year or above
Northeastern Junior College,Colorado,-103.197329,40.63721500000001,1492.0,851.0,641.0,Public,2-year
Northeastern Oklahoma A&M College,Oklahoma,-94.867248,36.877255,1897.0,1383.0,514.0,Public,2-year
Northeastern State University,Oklahoma,-94.967229,35.919939,7879.0,5168.0,2711.0,Public,4-year or above
Northeastern Technical College,South Carolina,-79.939245,34.698248,1275.0,429.0,846.0,Public,2-year
Northeastern University,Massachusetts,-71.088782,42.339992,21627.0,20785.0,842.0,Private not-for-profit,4-year or above
Northeastern University Lifelong Learning Network,Massachusetts,-71.087841,42.339477,11900.0,3563.0,8337.0,Private not-for-profit,4-year or above
Northern Arizona University,Arizona,-111.653724,35.188449,31066.0,23853.0,7213.0,Public,4-year or above
Northern Essex Community College,Massachusetts,-71.04904,42.79663400000001,5233.0,1698.0,3535.0,Public,2-year
Northern Illinois University,Illinois,-88.766428,41.933869,17169.0,13184.0,3985.0,Public,4-year or above
Northern Kentucky University,Kentucky,-84.463483,39.029714,14764.0,9503.0,5261.0,Public,4-year or above
Northern Maine Community College,Maine,-68.034796,46.694668,811.0,404.0,407.0,Public,2-year
Northern Michigan University,Michigan,-87.40656800000002,46.559751,7595.0,6338.0,1257.0,Public,4-year or above
Northern New Mexico College,New Mexico,-106.084395,36.004073,926.0,632.0,294.0,Public,4-year or above
Northern Oklahoma College,Oklahoma,-97.295887,36.678649,4181.0,1693.0,2488.0,Public,2-year
Northern State University,South Dakota,-98.484728,45.450829,3493.0,1383.0,2110.0,Public,4-year or above
Northern Vermont University,Vermont,-72.671154,44.641736,2590.0,1717.0,873.0,Public,4-year or above
Northern Virginia Community College,Virginia,-77.23671800000002,38.833361,50929.0,16709.0,34220.0,Public,2-year
Northern Wyoming Community College District,Wyoming,-106.941105,44.763926,4168.0,1434.0,2734.0,Public,2-year
Northland College,Wisconsin,-90.87476,46.579087,582.0,558.0,24.0,Private not-for-profit,4-year or above
Northland Community and Technical College,Minnesota,-96.162366,48.124969,3500.0,1376.0,2124.0,Public,2-year
Northland Pioneer College,Arizona,-110.142199,34.93031,3182.0,621.0,2561.0,Public,2-year
Northpoint Bible College,Massachusetts,-71.079335,42.765357,343.0,237.0,106.0,Private not-for-profit,4-year or above
Northshore Technical Community College,Louisiana,-89.89919599999998,30.379147,4733.0,1588.0,3145.0,Public,2-year
NorthWest Arkansas Community College,Arkansas,-94.17289,36.357704,7979.0,2426.0,5553.0,Public,2-year
Northwest Career College,Nevada,-115.255585,36.203875,1067.0,1067.0,0.0,Private for-profit,2-year
Northwest Christian University,Oregon,-123.079754,44.047483,800.0,538.0,262.0,Private not-for-profit,4-year or above
Northwest College,Wyoming,-108.761853,44.760656,1488.0,811.0,677.0,Public,2-year
Northwest College of Art & Design,Washington,-122.43885,47.25249,85.0,72.0,13.0,Private for-profit,4-year or above
Northwest Florida State College,Florida,-86.47456,30.540017,5497.0,2424.0,3073.0,Public,4-year or above
Northwest Indian College,Washington,-122.614656,48.794131,535.0,377.0,158.0,Public,4-year or above
Northwest Iowa Community College,Iowa,-95.880639,43.184701,1747.0,580.0,1167.0,Public,2-year
Northwest Kansas Technical College,Kansas,-101.70022,39.346424,821.0,457.0,364.0,Public,2-year
Northwest Louisiana Technical College,Louisiana,-93.26302,32.586037,1030.0,487.0,543.0,Public,2-year
Northwest Mississippi Community College,Mississippi,-89.969525,34.625532,7618.0,4652.0,2966.0,Public,2-year
Northwest Missouri State University,Missouri,-94.883339,40.351692,6857.0,5380.0,1477.0,Public,4-year or above
Northwest Nazarene University,Idaho,-116.565783,43.562411,2201.0,1673.0,528.0,Private not-for-profit,4-year or above
Northwest School of Wooden Boat Building,Washington,-122.752588,48.03413,38.0,38.0,0.0,Private not-for-profit,2-year
Northwest State Community College,Ohio,-84.297855,41.450596,2377.0,475.0,1902.0,Public,2-year
Northwest Technical College,Minnesota,-94.853974,47.452652,1022.0,331.0,691.0,Public,2-year
Northwest University,Washington,-122.192763,47.657945,1321.0,1190.0,131.0,Private not-for-profit,4-year or above
Northwest University-College of Adult and Professional Studies,Washington,-122.195774,47.657502,1155.0,517.0,638.0,Private not-for-profit,4-year or above
Northwest Vista College,Texas,-98.70513,29.471308,16293.0,3929.0,12364.0,Public,2-year
Northwest-Shoals Community College,Alabama,-87.678089,34.739788,3539.0,1358.0,2181.0,Public,2-year
Northwestern College,Iowa,-96.058772,42.999007,1299.0,961.0,338.0,Private not-for-profit,4-year or above
Northwestern College-Southwestern Campus,Illinois,-87.79740600000002,41.751724,597.0,273.0,324.0,Private for-profit,4-year or above
Northwestern Connecticut Community College,Connecticut,-73.058734,41.920668,1299.0,379.0,920.0,Public,2-year
Northwestern Health Sciences University,Minnesota,-93.311222,44.850963,936.0,808.0,128.0,Private not-for-profit,4-year or above
Northwestern Michigan College,Michigan,-85.58551700000002,44.765436,3727.0,1381.0,2346.0,Public,4-year or above
Northwestern Oklahoma State University,Oklahoma,-98.667673,36.796658,1992.0,1523.0,469.0,Public,4-year or above
Northwestern State University of Louisiana,Louisiana,-93.097797,31.750666,11081.0,6489.0,4592.0,Public,4-year or above
Northwestern University,Illinois,-87.679858,42.050356,22127.0,17748.0,4379.0,Private not-for-profit,4-year or above
Northwood University,Michigan,-84.27682,43.628717,3177.0,1779.0,1398.0,Private not-for-profit,4-year or above
Norwalk Community College,Connecticut,-73.450965,41.102574,5413.0,1737.0,3676.0,Public,2-year
Norwich University,Vermont,-72.65978299999998,44.140237,3986.0,3340.0,646.0,Private not-for-profit,4-year or above
Nossi College of Art,Tennessee,-86.73852099999998,36.24334,303.0,303.0,0.0,Private for-profit,4-year or above
Notre Dame College,Ohio,-81.51661700000002,41.506894,1700.0,1163.0,537.0,Private not-for-profit,4-year or above
Notre Dame de Namur University,California,-122.284794,37.517111,1492.0,822.0,670.0,Private not-for-profit,4-year or above
Notre Dame of Maryland University,Maryland,-76.619739,39.350612,2371.0,953.0,1418.0,Private not-for-profit,4-year or above
Nova Southeastern University,Florida,-80.24248,26.079337,20435.0,13150.0,7285.0,Private not-for-profit,4-year or above
Nueta Hidatsa Sahnish College,North Dakota,-102.472814,47.983311,198.0,126.0,72.0,Public,4-year or above
Nunez Community College,Louisiana,-89.95888000000002,29.954190000000004,2371.0,879.0,1492.0,Public,2-year
Nyack College,New York,-73.927863,41.081957,2351.0,1524.0,827.0,Private not-for-profit,4-year or above
Oak Hills Christian College,Minnesota,-94.901503,47.425836,98.0,83.0,15.0,Private not-for-profit,4-year or above
Oakland City University,Indiana,-87.35144,38.340891,1419.0,685.0,734.0,Private not-for-profit,4-year or above
Oakland Community College,Michigan,-83.244787,42.595441,15411.0,3876.0,11535.0,Public,2-year
Oakland University,Michigan,-83.216418,42.674573,19309.0,14605.0,4704.0,Public,4-year or above
Oakton Community College,Illinois,-87.88064399999998,42.061893,8454.0,2538.0,5916.0,Public,2-year
Oakwood University,Alabama,-86.65270500000003,34.756344,1636.0,1502.0,134.0,Private not-for-profit,4-year or above
Oberlin College,Ohio,-82.21679499999998,41.291992,2812.0,2785.0,27.0,Private not-for-profit,4-year or above
Occidental College,California,-118.210908,34.127124,1930.0,1907.0,23.0,Private not-for-profit,4-year or above
Ocean County College,New Jersey,-74.16549,40.007809,8176.0,4427.0,3749.0,Public,2-year
Oconee Fall Line Technical College,Georgia,-82.839621,32.996687,1428.0,318.0,1110.0,Public,2-year
Odessa College,Texas,-102.383477,31.866812,7083.0,2766.0,4317.0,Public,2-year
Ogeechee Technical College,Georgia,-81.818517,32.395767,2014.0,783.0,1231.0,Public,2-year
Oglala Lakota College,South Dakota,-102.240331,43.366813,1300.0,721.0,579.0,Public,4-year or above
Oglethorpe University,Georgia,-84.333687,33.875440999999995,1264.0,1212.0,52.0,Private not-for-profit,4-year or above
Ohio Business College-Sandusky,Ohio,-82.667389,41.415212,160.0,94.0,66.0,Private for-profit,2-year
Ohio Business College-Sheffield,Ohio,-82.073403,41.42380900000001,199.0,124.0,75.0,Private for-profit,2-year
Ohio Christian University,Ohio,-82.904885,39.613155,3660.0,2448.0,1212.0,Private not-for-profit,4-year or above
Ohio Dominican University,Ohio,-82.940689,39.992764,1716.0,1114.0,602.0,Private not-for-profit,4-year or above
Ohio Northern University,Ohio,-83.82744100000002,40.7662,3039.0,2846.0,193.0,Private not-for-profit,4-year or above
Ohio State University Agricultural Technical Institute,Ohio,-81.92293599999998,40.775194,687.0,611.0,76.0,Public,2-year
Ohio State University-Lima Campus,Ohio,-84.02384,40.738521,1010.0,851.0,159.0,Public,4-year or above
Ohio State University-Main Campus,Ohio,-83.014853,39.999324,61170.0,53129.0,8041.0,Public,4-year or above
Ohio State University-Mansfield Campus,Ohio,-82.58019399999998,40.796536,1099.0,883.0,216.0,Public,4-year or above
Ohio State University-Marion Campus,Ohio,-83.090597,40.577779,1252.0,1029.0,223.0,Public,4-year or above
Ohio State University-Newark Campus,Ohio,-82.447441,40.069314,2882.0,2462.0,420.0,Public,4-year or above
Ohio Technical College,Ohio,-81.656868,41.518038,905.0,905.0,0.0,Private for-profit,2-year
Ohio University-Chillicothe Campus,Ohio,-83.002175,39.329404,1586.0,1001.0,585.0,Public,4-year or above
Ohio University-Eastern Campus,Ohio,-80.976073,40.073392,512.0,335.0,177.0,Public,4-year or above
Ohio University-Lancaster Campus,Ohio,-82.586069,39.73875200000001,1568.0,1004.0,564.0,Public,4-year or above
Ohio University-Main Campus,Ohio,-82.100985,39.326798,28480.0,20184.0,8296.0,Public,4-year or above
Ohio University-Southern Campus,Ohio,-82.666876,38.524781,1235.0,806.0,429.0,Public,4-year or above
Ohio University-Zanesville Campus,Ohio,-82.031063,39.96098,1103.0,781.0,322.0,Public,4-year or above
Ohio Valley College of Technology,Ohio,-80.572063,40.6796,201.0,176.0,25.0,Private for-profit,2-year
Ohio Valley University,West Virginia,-81.537808,39.312447,509.0,387.0,122.0,Private not-for-profit,4-year or above
Ohio Wesleyan University,Ohio,-83.069757,40.295963,1561.0,1547.0,14.0,Private not-for-profit,4-year or above
Ohlone College,California,-121.916339,37.52773,8835.0,3404.0,5431.0,Public,2-year
Ohr Hameir Theological Seminary,New York,-73.88979300000003,41.268725,94.0,94.0,0.0,Private not-for-profit,4-year or above
Oikos University,California,-122.199689,37.742256,86.0,86.0,0.0,Private not-for-profit,4-year or above
Oklahoma Baptist University,Oklahoma,-96.932459,35.360492,2011.0,1837.0,174.0,Private not-for-profit,4-year or above
Oklahoma Christian University,Oklahoma,-97.469526,35.611412,2228.0,1886.0,342.0,Private not-for-profit,4-year or above
Oklahoma City Community College,Oklahoma,-97.570109,35.387699,12039.0,4119.0,7920.0,Public,2-year
Oklahoma City University,Oklahoma,-97.541242,35.495271,2773.0,2339.0,434.0,Private not-for-profit,4-year or above
Oklahoma Panhandle State University,Oklahoma,-101.638488,36.594518,1262.0,946.0,316.0,Public,4-year or above
Oklahoma State University Institute of Technology,Oklahoma,-95.940373,35.62693400000001,2401.0,1665.0,736.0,Public,4-year or above
Oklahoma State University-Main Campus,Oklahoma,-97.069743,36.123085,24690.0,19387.0,5303.0,Public,4-year or above
Oklahoma State University-Oklahoma City,Oklahoma,-97.581959,35.474969,5701.0,1628.0,4073.0,Public,4-year or above
Oklahoma Wesleyan University,Oklahoma,-95.95671,36.717453000000006,1096.0,568.0,528.0,Private not-for-profit,4-year or above
Old Dominion University,Virginia,-76.30666,36.886418,24176.0,16605.0,7571.0,Public,4-year or above
Olivet College,Michigan,-84.923891,42.442891,1098.0,933.0,165.0,Private not-for-profit,4-year or above
Olivet Nazarene University,Illinois,-87.875165,41.155237,4655.0,3234.0,1421.0,Private not-for-profit,4-year or above
Olney Central College,Illinois,-88.099589,38.735913,1112.0,560.0,552.0,Public,2-year
Olympic College,Washington,-122.635113,47.574769,6620.0,4024.0,2596.0,Public,4-year or above
Onondaga Community College,New York,-76.197878,43.006329,9834.0,4725.0,5109.0,Public,2-year
Oral Roberts University,Oklahoma,-95.952547,36.049129,4053.0,3187.0,866.0,Private not-for-profit,4-year or above
Orange Coast College,California,-117.90908600000002,33.669270000000004,21122.0,7806.0,13316.0,Public,2-year
Orange County Community College,New York,-74.426028,41.438629,6617.0,2964.0,3653.0,Public,2-year
Orangeburg Calhoun Technical College,South Carolina,-80.82927,33.54485,2387.0,854.0,1533.0,Public,2-year
Oregon Coast Community College,Oregon,-124.046973,44.603136,409.0,206.0,203.0,Public,2-year
Oregon College of Art and Craft,Oregon,-122.761912,45.511121,137.0,129.0,8.0,Private not-for-profit,4-year or above
Oregon Health & Science University,Oregon,-122.686096,45.498772,2999.0,1835.0,1164.0,Public,4-year or above
Oregon Institute of Technology,Oregon,-121.785177,42.25715200000001,5335.0,2359.0,2976.0,Public,4-year or above
Oregon State University,Oregon,-123.274723,44.56395,30986.0,22133.0,8853.0,Public,4-year or above
Oregon State University-Cascades Campus,Oregon,-121.333703,44.042795,1259.0,557.0,702.0,Public,4-year or above
Orleans Technical College,Pennsylvania,-75.011324,40.090338,284.0,220.0,64.0,Private not-for-profit,2-year
Otero Junior College,Colorado,-103.544874,37.969984,1262.0,578.0,684.0,Public,2-year
Otis College of Art and Design,California,-118.416615,33.956607,1144.0,1125.0,19.0,Private not-for-profit,4-year or above
Ottawa University-Kansas City,Kansas,-94.635461,38.932055,493.0,198.0,295.0,Private not-for-profit,4-year or above
Ottawa University-Milwaukee,Wisconsin,-88.115185,43.02963,194.0,66.0,128.0,Private not-for-profit,4-year or above
Ottawa University-Online,Kansas,-95.264165,38.602351,195.0,82.0,113.0,Private not-for-profit,4-year or above
Ottawa University-Ottawa,Kansas,-95.264187,38.603173,754.0,672.0,82.0,Private not-for-profit,4-year or above
Ottawa University-Phoenix,Arizona,-112.113001,33.572173,809.0,226.0,583.0,Private not-for-profit,4-year or above
Ottawa University-Surprise,Arizona,-112.368233,33.628923,655.0,561.0,94.0,Private not-for-profit,4-year or above
Otterbein University,Ohio,-82.936444,40.125327,2886.0,2328.0,558.0,Private not-for-profit,4-year or above
Ouachita Baptist University,Arkansas,-93.052471,34.126093,1660.0,1529.0,131.0,Private not-for-profit,4-year or above
Our Lady of the Lake University,Texas,-98.54365,29.426194,3149.0,2818.0,331.0,Private not-for-profit,4-year or above
Owens Community College,Ohio,-83.538634,41.587998,9460.0,2506.0,6954.0,Public,2-year
Owensboro Community and Technical College,Kentucky,-87.082861,37.717355,3940.0,1519.0,2421.0,Public,2-year
Oxnard College,California,-119.157604,34.166104,7418.0,2208.0,5210.0,Public,2-year
Ozark Christian College,Missouri,-94.510622,37.103172,608.0,488.0,120.0,Private not-for-profit,4-year or above
Ozarka College,Arkansas,-91.896355,36.053031,1123.0,562.0,561.0,Public,2-year
Ozarks Technical Community College,Missouri,-93.279985,37.216479,12221.0,5509.0,6712.0,Public,2-year
Pace University,New York,-74.004719,40.711014,13326.0,10287.0,3039.0,Private not-for-profit,4-year or above
Pacific Bible College,Oregon,-122.874107,42.324959,45.0,9.0,36.0,Private not-for-profit,2-year
Pacific College,California,-117.873382,33.680043,301.0,291.0,10.0,Private for-profit,4-year or above
Pacific College of Oriental Medicine-Chicago,Illinois,-87.625488,41.886588,186.0,114.0,72.0,Private for-profit,4-year or above
Pacific College of Oriental Medicine-New York,New York,-74.006721,40.7088,581.0,357.0,224.0,Private for-profit,4-year or above
Pacific College of Oriental Medicine-San Diego,California,-117.16073,32.778391,988.0,590.0,398.0,Private for-profit,4-year or above
Pacific Lutheran University,Washington,-122.440421,47.14516,3207.0,2992.0,215.0,Private not-for-profit,4-year or above
Pacific Northwest College of Art,Oregon,-122.678182,45.526766,574.0,537.0,37.0,Private not-for-profit,4-year or above
Pacific Oaks College,California,-118.151323,34.153382,1111.0,39.0,1072.0,Private not-for-profit,4-year or above
Pacific Rim Christian University,Hawaii,-157.888379,21.328198,152.0,102.0,50.0,Private not-for-profit,4-year or above
Pacific States University,California,-118.298408,34.061315,62.0,62.0,0.0,Private not-for-profit,4-year or above
Pacific Union College,California,-122.440308,38.570585,1062.0,967.0,95.0,Private not-for-profit,4-year or above
Pacific University,Oregon,-123.108777,45.521394,3938.0,3725.0,213.0,Private not-for-profit,4-year or above
Paier College of Art Inc,Connecticut,-72.935048,41.347714,83.0,56.0,27.0,Private for-profit,4-year or above
Paine College,Georgia,-81.993225,33.469545000000004,469.0,432.0,37.0,Private not-for-profit,4-year or above
Palm Beach Atlantic University,Florida,-80.05247,26.7044,3705.0,2839.0,866.0,Private not-for-profit,4-year or above
Palm Beach State College,Florida,-80.08653000000002,26.61256,31816.0,8112.0,23704.0,Public,4-year or above
Palmer College of Chiropractic,Iowa,-90.574607,41.529021,2179.0,2147.0,32.0,Private not-for-profit,4-year or above
Palo Alto College,Texas,-98.543468,29.322955,9852.0,2075.0,7777.0,Public,2-year
Palo Alto University,California,-122.18743700000002,37.382216,1071.0,864.0,207.0,Private not-for-profit,4-year or above
Palo Verde College,California,-114.651698,33.661538,4118.0,441.0,3677.0,Public,2-year
Palomar College,California,-117.183978,33.149483000000004,23917.0,7682.0,16235.0,Public,2-year
Pamlico Community College,North Carolina,-76.83372,35.068397999999995,527.0,205.0,322.0,Public,2-year
Panola College,Texas,-94.356355,32.156214,2766.0,1169.0,1597.0,Public,2-year
Paradise Valley Community College,Arizona,-112.009865,33.652134999999994,8115.0,2157.0,5958.0,Public,2-year
Paris Junior College,Texas,-95.529177,33.650929,4959.0,1765.0,3194.0,Public,2-year
Park University,Missouri,-94.679041,39.189256,11415.0,4215.0,7200.0,Private not-for-profit,4-year or above
Parker University,Texas,-96.893564,32.880334999999995,1435.0,1269.0,166.0,Private not-for-profit,4-year or above
Parkland College,Illinois,-88.290359,40.131963,7074.0,2874.0,4200.0,Public,2-year
Pasadena City College,California,-118.118196,34.144552000000004,26862.0,10416.0,16446.0,Public,2-year
Pasco-Hernando State College,Florida,-82.646727,28.2751,11525.0,4207.0,7318.0,Public,4-year or above
Passaic County Community College,New Jersey,-74.168778,40.918449,6480.0,2610.0,3870.0,Public,2-year
Patrick Henry Community College,Virginia,-79.871133,36.737893,2266.0,1183.0,1083.0,Public,2-year
Paul D Camp Community College,Virginia,-76.93757,36.67452700000001,1288.0,383.0,905.0,Public,2-year
