institution_name,fips_state_code,longitude,latitude,total_enrollment,full-time_enrollment,part-time_enrollment,control,level
University of Phoenix-Tennessee,Tennessee,-86.690329,36.144575,62.0,62.0,0.0,Private for-profit,4-year or above
University of Phoenix-Texas,Texas,-95.585258,29.7837,890.0,890.0,0.0,Private for-profit,4-year or above
University of Phoenix-Utah,Utah,-111.904474,40.653835,183.0,183.0,0.0,Private for-profit,4-year or above
University of Phoenix-Virginia,Virginia,-77.563516,37.64257,113.0,113.0,0.0,Private for-profit,4-year or above
University of Phoenix-Washington,Washington,-122.246405,47.4684,73.0,73.0,0.0,Private for-profit,4-year or above
University of Pikeville,Kentucky,-82.521063,37.479232,2317.0,1869.0,448.0,Private not-for-profit,4-year or above
University of Pittsburgh-Bradford,Pennsylvania,-78.673701,41.943415,1281.0,1199.0,82.0,Public,4-year or above
University of Pittsburgh-Greensburg,Pennsylvania,-79.532676,40.276447,1508.0,1426.0,82.0,Public,4-year or above
University of Pittsburgh-Johnstown,Pennsylvania,-78.834163,40.265957,2600.0,2542.0,58.0,Public,4-year or above
University of Pittsburgh-Pittsburgh Campus,Pennsylvania,-79.953254,40.444388,28673.0,25901.0,2772.0,Public,4-year or above
University of Pittsburgh-Titusville,Pennsylvania,-79.664156,41.628697,225.0,187.0,38.0,Public,2-year
University of Portland,Oregon,-122.726691,45.572724,4280.0,3815.0,465.0,Private not-for-profit,4-year or above
University of Providence,Montana,-111.270604,47.490713,1038.0,517.0,521.0,Private not-for-profit,4-year or above
University of Puget Sound,Washington,-122.478982,47.26308,2666.0,2590.0,76.0,Private not-for-profit,4-year or above
University of Redlands,California,-117.163218,34.064218,4598.0,3857.0,741.0,Private not-for-profit,4-year or above
University of Rhode Island,Rhode Island,-71.52735600000003,41.484691,17777.0,14321.0,3456.0,Public,4-year or above
University of Richmond,Virginia,-77.53880600000002,37.577393,4002.0,3449.0,553.0,Private not-for-profit,4-year or above
University of Rio Grande,Ohio,-82.378852,38.881764,1704.0,1104.0,600.0,Private not-for-profit,4-year or above
University of Rochester,New York,-77.631202,43.126397,11817.0,9937.0,1880.0,Private not-for-profit,4-year or above
University of Saint Francis-Fort Wayne,Indiana,-85.177246,41.087205,2199.0,1696.0,503.0,Private not-for-profit,4-year or above
University of Saint Joseph,Connecticut,-72.72965,41.781041,2465.0,1338.0,1127.0,Private not-for-profit,4-year or above
University of Saint Katherine,California,-117.196552,33.151283,187.0,163.0,24.0,Private not-for-profit,4-year or above
University of Saint Mary,Kansas,-94.906743,39.27939600000001,1254.0,880.0,374.0,Private not-for-profit,4-year or above
University of San Diego,California,-117.192073,32.770816,9073.0,7349.0,1724.0,Private not-for-profit,4-year or above
University of San Francisco,California,-122.450477,37.776618,10713.0,9788.0,925.0,Private not-for-profit,4-year or above
University of Science and Arts of Oklahoma,Oklahoma,-97.95641,35.031392,852.0,728.0,124.0,Public,4-year or above
University of Scranton,Pennsylvania,-75.656915,41.406556,5286.0,4119.0,1167.0,Private not-for-profit,4-year or above
University of Sioux Falls,South Dakota,-96.738229,43.531574,1615.0,1158.0,457.0,Private not-for-profit,4-year or above
University of South Alabama,Alabama,-88.17871099999998,30.696033,14834.0,12323.0,2511.0,Public,4-year or above
University of South Carolina-Aiken,South Carolina,-81.767612,33.572703999999995,3699.0,2714.0,985.0,Public,4-year or above
University of South Carolina-Beaufort,South Carolina,-80.97359499999997,32.303308,2116.0,1797.0,319.0,Public,4-year or above
University of South Carolina-Columbia,South Carolina,-81.026935,33.996788,34795.0,31270.0,3525.0,Public,4-year or above
University of South Carolina-Lancaster,South Carolina,-80.78706899999997,34.736282,1523.0,700.0,823.0,Public,2-year
University of South Carolina-Salkehatchie,South Carolina,-81.301838,33.014312,927.0,538.0,389.0,Public,2-year
University of South Carolina-Sumter,South Carolina,-80.373459,33.934698,1110.0,585.0,525.0,Public,2-year
University of South Carolina-Union,South Carolina,-81.621042,34.717771,1093.0,345.0,748.0,Public,2-year
University of South Carolina-Upstate,South Carolina,-81.97058299999998,34.996403,6175.0,4744.0,1431.0,Public,4-year or above
University of South Dakota,South Dakota,-96.925283,42.786019,10066.0,6252.0,3814.0,Public,4-year or above
University of South Florida-Main Campus,Florida,-82.413232,28.061458,43846.0,31546.0,12300.0,Public,4-year or above
University of South Florida-Sarasota-Manatee,Florida,-82.562725,27.39158,2069.0,1051.0,1018.0,Public,4-year or above
University of South Florida-St Petersburg,Florida,-82.636136,27.763872,4727.0,2909.0,1818.0,Public,4-year or above
University of Southern California,California,-118.284169,34.021281,47310.0,40952.0,6358.0,Private not-for-profit,4-year or above
University of Southern Indiana,Indiana,-87.677214,37.962374,10986.0,6728.0,4258.0,Public,4-year or above
University of Southern Maine,Maine,-70.274247,43.662863,8140.0,4707.0,3433.0,Public,4-year or above
University of Southern Mississippi,Mississippi,-89.331236,31.32661,14509.0,11156.0,3353.0,Public,4-year or above
University of St Francis,Illinois,-88.096057,41.532225,3927.0,1611.0,2316.0,Private not-for-profit,4-year or above
University of St Thomas,Texas,-95.393102,29.736438,3223.0,1955.0,1268.0,Private not-for-profit,4-year or above
University of St Thomas,Minnesota,-93.188986,44.943439,10035.0,7372.0,2663.0,Private not-for-profit,4-year or above
University of the Cumberlands,Kentucky,-84.16164599999998,36.737048,13472.0,3452.0,10020.0,Private not-for-profit,4-year or above
University of the District of Columbia,District of Columbia,-77.066247,38.943819,4244.0,2110.0,2134.0,Public,4-year or above
University of the Incarnate Word,Texas,-98.46583,29.46708,8263.0,6214.0,2049.0,Private not-for-profit,4-year or above
University of the Ozarks,Arkansas,-93.467221,35.476278,872.0,861.0,11.0,Private not-for-profit,4-year or above
University of the Pacific,California,-121.312301,37.981424,6493.0,5688.0,805.0,Private not-for-profit,4-year or above
University of the Potomac-VA Campus,Virginia,-77.237563,38.917192,224.0,224.0,0.0,Private for-profit,4-year or above
University of the Potomac-Washington DC Campus,District of Columbia,-77.032531,38.90054,111.0,111.0,0.0,Private for-profit,4-year or above
University of the Sciences,Pennsylvania,-75.207001,39.946412,2231.0,2011.0,220.0,Private not-for-profit,4-year or above
University of the Southwest,New Mexico,-103.186948,32.775496000000004,951.0,760.0,191.0,Private not-for-profit,4-year or above
University of the West,California,-118.082964,34.045984999999995,291.0,228.0,63.0,Private not-for-profit,4-year or above
University of Toledo,Ohio,-83.614714,41.660572,20237.0,15859.0,4378.0,Public,4-year or above
University of Tulsa,Oklahoma,-95.945941,36.152324,4365.0,3917.0,448.0,Private not-for-profit,4-year or above
University of Utah,Utah,-111.846044,40.762484,33023.0,24865.0,8158.0,Public,4-year or above
University of Valley Forge,Pennsylvania,-75.5469,40.117835,659.0,492.0,167.0,Private not-for-profit,4-year or above
University of Vermont,Vermont,-73.196646,44.477325,13395.0,11941.0,1454.0,Public,4-year or above
University of Virginia-Main Campus,Virginia,-78.503428,38.035665,24639.0,22509.0,2130.0,Public,4-year or above
University of Washington-Bothell Campus,Washington,-122.191293,47.759773,5970.0,4916.0,1054.0,Public,4-year or above
University of Washington-Seattle Campus,Washington,-122.30514,47.65538,47400.0,41872.0,5528.0,Public,4-year or above
University of Washington-Tacoma Campus,Washington,-122.438541,47.244594,5354.0,4472.0,882.0,Public,4-year or above
University of West Alabama,Alabama,-88.186329,32.588132,5200.0,4755.0,445.0,Public,4-year or above
University of West Georgia,Georgia,-85.097762,33.573621,13733.0,9339.0,4394.0,Public,4-year or above
University of Western States,Oregon,-122.525979,45.543253,1076.0,576.0,500.0,Private not-for-profit,4-year or above
University of Wisconsin Colleges Flex,Wisconsin,-89.39859,43.06821400000001,186.0,6.0,180.0,Public,2-year
University of Wisconsin-Eau Claire,Wisconsin,-91.501906,44.798284,11604.0,9906.0,1698.0,Public,4-year or above
University of Wisconsin-Green Bay,Wisconsin,-87.919973,44.532298,8566.0,4961.0,3605.0,Public,4-year or above
University of Wisconsin-La Crosse,Wisconsin,-91.23186,43.81568,10597.0,9548.0,1049.0,Public,4-year or above
University of Wisconsin-Madison,Wisconsin,-89.404098,43.075409,43463.0,39045.0,4418.0,Public,4-year or above
University of Wisconsin-Milwaukee,Wisconsin,-87.880488,43.076848,27012.0,20821.0,6191.0,Public,4-year or above
University of Wisconsin-Milwaukee Flex,Wisconsin,-87.880488,43.076848,538.0,37.0,501.0,Public,4-year or above
University of Wisconsin-Oshkosh,Wisconsin,-88.549369,44.026206,16410.0,9374.0,7036.0,Public,4-year or above
University of Wisconsin-Parkside,Wisconsin,-87.855231,42.647718,4295.0,3287.0,1008.0,Public,4-year or above
University of Wisconsin-Platteville,Wisconsin,-90.48622,42.733451,8955.0,7009.0,1946.0,Public,4-year or above
University of Wisconsin-River Falls,Wisconsin,-92.622641,44.8534,6135.0,5396.0,739.0,Public,4-year or above
University of Wisconsin-Stevens Point,Wisconsin,-89.570934,44.529582,9086.0,7512.0,1574.0,Public,4-year or above
University of Wisconsin-Stout,Wisconsin,-91.926653,44.873187,8770.0,6432.0,2338.0,Public,4-year or above
University of Wisconsin-Superior,Wisconsin,-92.091007,46.717629,2603.0,1889.0,714.0,Public,4-year or above
University of Wisconsin-Whitewater,Wisconsin,-88.742368,42.835563,13059.0,10603.0,2456.0,Public,4-year or above
University of Wyoming,Wyoming,-105.57931,41.311773,12450.0,9955.0,2495.0,Public,4-year or above
Upper Iowa University,Iowa,-91.799543,42.838283,4392.0,2409.0,1983.0,Private not-for-profit,4-year or above
Upstate Medical University,New York,-76.14000899999998,43.041819,1580.0,1338.0,242.0,Public,4-year or above
Urban College of Boston,Massachusetts,-71.0642,42.352922,931.0,78.0,853.0,Private not-for-profit,2-year
Urbana University,Ohio,-83.760301,40.102594,587.0,445.0,142.0,Private not-for-profit,4-year or above
Ursinus College,Pennsylvania,-75.456505,40.193023,1435.0,1408.0,27.0,Private not-for-profit,4-year or above
Ursuline College,Ohio,-81.465118,41.497035,1073.0,571.0,502.0,Private not-for-profit,4-year or above
Uta Mesivta of Kiryas Joel,New York,-74.161179,41.333864,1940.0,1940.0,0.0,Private not-for-profit,4-year or above
Utah State University,Utah,-111.81391,41.740748,27932.0,18490.0,9442.0,Public,4-year or above
Utah Valley University,Utah,-111.716456,40.281078,39931.0,19451.0,20480.0,Public,4-year or above
Utica College,New York,-75.27291600000002,43.096213,5196.0,3152.0,2044.0,Private not-for-profit,4-year or above
Valdosta State University,Georgia,-83.289282,30.847402,11211.0,7726.0,3485.0,Public,4-year or above
Valencia College,Florida,-81.471466,28.520898,46521.0,16101.0,30420.0,Public,4-year or above
Valley City State University,North Dakota,-98.00389,46.918517,1547.0,872.0,675.0,Public,4-year or above
Valley College of Medical Careers,California,-118.606731,34.221839,103.0,103.0,0.0,Private for-profit,2-year
Valley College-Martinsburg,West Virginia,-77.959272,39.486897,516.0,516.0,0.0,Private for-profit,4-year or above
Valley Forge Military College,Pennsylvania,-75.382097,40.053697,306.0,306.0,0.0,Private not-for-profit,2-year
Valor Christian College,Ohio,-82.829696,39.891571,303.0,130.0,173.0,Private not-for-profit,2-year
Valparaiso University,Indiana,-87.040172,41.462239,3786.0,3481.0,305.0,Private not-for-profit,4-year or above
Vance-Granville Community College,North Carolina,-78.487651,36.323887,3063.0,927.0,2136.0,Public,2-year
Vanderbilt University,Tennessee,-86.80336899999998,36.14659,12824.0,11864.0,960.0,Private not-for-profit,4-year or above
VanderCook College of Music,Illinois,-87.629138,41.836833,146.0,84.0,62.0,Private not-for-profit,4-year or above
Vanguard University of Southern California,California,-117.900911,33.662686,2169.0,1677.0,492.0,Private not-for-profit,4-year or above
Vassar College,New York,-73.895088,41.686895,2456.0,2442.0,14.0,Private not-for-profit,4-year or above
Vaughn College of Aeronautics and Technology,New York,-73.881721,40.768348,1542.0,1297.0,245.0,Private not-for-profit,4-year or above
Ventura College,California,-119.230604,34.277393,13312.0,4105.0,9207.0,Public,2-year
Veritas Baptist College,Indiana,-84.82616999999998,39.145234,210.0,77.0,133.0,Private not-for-profit,4-year or above
Vermilion Community College,Minnesota,-91.837777,47.90518400000001,660.0,439.0,221.0,Public,2-year
Vermont Technical College,Vermont,-72.60449799999998,43.939623,1638.0,988.0,650.0,Public,4-year or above
Vernon College,Texas,-99.319094,34.159298,3054.0,932.0,2122.0,Public,2-year
Vet Tech Institute,Pennsylvania,-80.000229,40.443884,337.0,337.0,0.0,Private for-profit,2-year
Vet Tech Institute of Houston,Texas,-95.455533,29.728907,176.0,176.0,0.0,Private for-profit,2-year
Victor Valley College,California,-117.261456,34.472231,12231.0,3889.0,8342.0,Public,2-year
Victoria College,Texas,-96.979226,28.816446000000006,3860.0,1060.0,2800.0,Public,2-year
Villa Maria College,New York,-78.796823,42.91223,544.0,440.0,104.0,Private not-for-profit,4-year or above
Villanova University,Pennsylvania,-75.345457,40.039388,11030.0,7876.0,3154.0,Private not-for-profit,4-year or above
Vincennes University,Indiana,-87.51993900000002,38.687766,17481.0,4970.0,12511.0,Public,4-year or above
Virginia Commonwealth University,Virginia,-77.452697,37.54962,30697.0,25301.0,5396.0,Public,4-year or above
Virginia Highlands Community College,Virginia,-82.001118,36.698866,2387.0,882.0,1505.0,Public,2-year
Virginia International University,Virginia,-77.347751,38.84905,282.0,210.0,72.0,Private not-for-profit,4-year or above
Virginia Military Institute,Virginia,-79.437067,37.7896,1685.0,1685.0,0.0,Public,4-year or above
Virginia Polytechnic Institute and State University,Virginia,-80.423675,37.229012,34683.0,31972.0,2711.0,Public,4-year or above
Virginia State University,Virginia,-77.419026,37.234692,4385.0,4075.0,310.0,Public,4-year or above
Virginia Union University,Virginia,-77.450903,37.562405,1552.0,1400.0,152.0,Private not-for-profit,4-year or above
Virginia University of Lynchburg,Virginia,-79.151615,37.395187,298.0,259.0,39.0,Private not-for-profit,4-year or above
Virginia Wesleyan University,Virginia,-76.18606,36.868417,1437.0,1279.0,158.0,Private not-for-profit,4-year or above
Virginia Western Community College,Virginia,-79.973011,37.245029,6827.0,1858.0,4969.0,Public,2-year
Visible Music College,Tennessee,-90.04938100000003,35.144586,172.0,150.0,22.0,Private not-for-profit,4-year or above
Vista College,Texas,-106.411952,31.786912,3500.0,3500.0,0.0,Private for-profit,2-year
Vista College-Online,Texas,-96.768201,32.95518,768.0,768.0,0.0,Private for-profit,4-year or above
Viterbo University,Wisconsin,-91.244297,43.803133,2598.0,1844.0,754.0,Private not-for-profit,4-year or above
Volunteer State Community College,Tennessee,-86.497127,36.362518,9154.0,5055.0,4099.0,Public,2-year
Voorhees College,South Carolina,-81.127863,33.307199,491.0,480.0,11.0,Private not-for-profit,4-year or above
Wabash College,Indiana,-86.906,40.037588,882.0,881.0,1.0,Private not-for-profit,4-year or above
Wabash Valley College,Illinois,-87.778448,38.42889,2777.0,489.0,2288.0,Public,2-year
Wade College,Texas,-96.819516,32.800854,165.0,110.0,55.0,Private for-profit,4-year or above
Wagner College,New York,-74.092913,40.615588,2218.0,1912.0,306.0,Private not-for-profit,4-year or above
Wake Forest University,North Carolina,-80.277446,36.133609,8401.0,7880.0,521.0,Private not-for-profit,4-year or above
Wake Technical Community College,North Carolina,-78.706126,35.650151,21872.0,7611.0,14261.0,Public,2-year
